"","Kindom","Phylum","Class","Order","Family","Genus","Species"
"OTU_16701","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","","",""
"OTU_16707","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","",""
"OTU_16729","Bacteria","Elusimicrobia","unidentified_Elusimicrobia","Lineage_IV","","",""
"OTU_16734","Bacteria","Chloroflexi","","","","",""
"OTU_16741","Bacteria","Planctomycetes","Phycisphaerae","CCM11a","","",""
"OTU_16743","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","",""
"OTU_16744","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_16749","Bacteria","Gemmatimonadetes","unidentified_Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","",""
"OTU_16750","Bacteria","Actinobacteria","unidentified_Actinobacteria","Propionibacteriales","Propionibacteriaceae","Friedmanniella",""
"OTU_16751","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfobulbus",""
"OTU_16755","Bacteria","Bacteroidetes","Bacteroidia","unidentified_Bacteroidia","Draconibacteriaceae","",""
"OTU_16759","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_16760","Bacteria","Acidobacteria","Holophagae","Subgroup_10","Sva0725","",""
"OTU_16762","Bacteria","Chloroflexi","TK10","","","",""
"OTU_16764","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Vulgatibacteraceae","Vulgatibacter",""
"OTU_16770","Bacteria","Proteobacteria","","","","",""
"OTU_16774","Bacteria","Chloroflexi","","","","",""
"OTU_16777","Bacteria","Acidobacteria","Solibacteres","Solibacterales","Solibacteraceae_(Subgroup_3)","Bryobacter",""
"OTU_16785","Bacteria","Actinobacteria","unidentified_Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces",""
"OTU_16786","Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j","","",""
"OTU_16788","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_16797","Bacteria","Proteobacteria","Gammaproteobacteria","X35","","",""
"OTU_16801","Bacteria","Proteobacteria","Betaproteobacteria","Hydrogenophilales","Hydrogenophilaceae","",""
"OTU_16806","Bacteria","Chloroflexi","TK10","","","",""
"OTU_16808","Bacteria","Acidobacteria","Subgroup_5","","","",""
"OTU_16812","Bacteria","","","","","",""
"OTU_16820","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",""
"OTU_16823","Bacteria","Actinobacteria","unidentified_Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",""
"OTU_16830","Bacteria","Planctomycetes","Pla4_lineage","","","",""
"OTU_16842","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas_kaistensis"
"OTU_16844","Bacteria","Actinobacteria","unidentified_Actinobacteria","Micromonosporales","Micromonosporaceae","",""
"OTU_16851","Bacteria","Poribacteria","","","","",""
"OTU_16858","Bacteria","Proteobacteria","Deltaproteobacteria","TX1A-33","","",""
"OTU_16862","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Elev-16S-1332","",""
"OTU_16863","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","",""
"OTU_16865","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfurellales","Desulfurellaceae","H16",""
"OTU_16872","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","",""
"OTU_16877","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",""
"OTU_16881","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylocystaceae","",""
"OTU_16883","Bacteria","Gemmatimonadetes","S0134_terrestrial_group","","","",""
"OTU_16893","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_16894","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Variibacter",""
"OTU_16896","Bacteria","","","","","",""
"OTU_16916","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Saccharospirillum",""
"OTU_16918","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Piscibacillus",""
"OTU_16924","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Aquicella",""
"OTU_16928","Bacteria","Proteobacteria","Alphaproteobacteria","Parvularculales","Parvularculaceae","Amphiplicatus",""
"OTU_16930","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","mle1-27","",""
"OTU_16935","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Patulibacteraceae","Patulibacter",""
"OTU_16940","Bacteria","Proteobacteria","Gammaproteobacteria","","","",""
"OTU_16946","Bacteria","Gemmatimonadetes","","","","",""
"OTU_16948","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae","",""
"OTU_16951","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfitobacterium",""
"OTU_16952","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Aquicella",""
"OTU_16954","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","",""
"OTU_16958","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","","",""
"OTU_16959","Bacteria","Chloroflexi","","","","",""
"OTU_16967","Bacteria","Gemmatimonadetes","Longimicrobia","Longimicrobiales","Longimicrobiaceae","",""
"OTU_16970","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","",""
"OTU_16974","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomyces",""
"OTU_16980","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","AKYG587",""
"OTU_16989","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_16990","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Roseiflexus",""
"OTU_17004","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",""
"OTU_17005","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","unidentified_Nitrospiraceae","Nitrospira_sp._enrichment_culture_clone_80"
"OTU_17011","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_17012","Bacteria","Planctomycetes","vadinHA49","","","",""
"OTU_17016","Bacteria","Proteobacteria","Alphaproteobacteria","unidentified_Alphaproteobacteria","unidentified_Alphaproteobacteria","",""
"OTU_17017","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","",""
"OTU_17019","Bacteria","Proteobacteria","Alphaproteobacteria","E6aD10","","",""
"OTU_17024","Bacteria","Acidobacteria","Blastocatellia","unidentified_Blastocatellia","Blastocatellaceae_(Subgroup_4)","RB41",""
"OTU_17025","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781","",""
"OTU_17026","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfurellales","Desulfurellaceae","H16",""
"OTU_17033","Bacteria","Actinobacteria","unidentified_Actinobacteria","Corynebacteriales","Mycobacteriaceae","",""
"OTU_17035","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Azospira","Azospira_oryzae"
"OTU_17046","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",""
"OTU_17049","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","",""
"OTU_17051","Bacteria","Cyanobacteria","Melainabacteria","Vampirovibrionales","","",""
"OTU_17056","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","",""
"OTU_17062","Bacteria","Acidobacteria","Subgroup_17","","","",""
"OTU_17071","Bacteria","Proteobacteria","Gammaproteobacteria","","","",""
"OTU_17076","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","",""
"OTU_17080","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","",""
"OTU_17083","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Caproiciproducens",""
"OTU_17085","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41","",""
"OTU_17092","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_17097","Bacteria","Thermomicrobia","unidentified_Thermomicrobia","JG30-KF-CM45","","",""
"OTU_17105","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","",""
"OTU_17107","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_17110","Bacteria","Deinococcus-Thermus","Deinococci","KD3-62","","",""
"OTU_17112","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",""
"OTU_17115","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_17118","Bacteria","Cyanobacteria","Chloroplast","unidentified_Chloroplast","unidentified_Chloroplast","unidentified_Chloroplast",""
"OTU_17121","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","0319-6M6","",""
"OTU_17125","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41","",""
"OTU_17126","Bacteria","Proteobacteria","Deltaproteobacteria","Bradymonadales","","",""
"OTU_17127","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_17132","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosomonas",""
"OTU_17134","Bacteria","Chloroflexi","Ardenticatenia","Ardenticatenales","","",""
"OTU_17142","Bacteria","Planctomycetes","Pla3_lineage","","","",""
"OTU_17144","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","PHOS-HE51","",""
"OTU_17145","Bacteria","Verrucomicrobia","Spartobacteria","Chthoniobacterales","DA101_soil_group","",""
"OTU_17150","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Aquicella",""
"OTU_17151","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","",""
"OTU_17155","Bacteria","Planctomycetes","Phycisphaerae","MSBL9","","",""
"OTU_17158","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_17161","Bacteria","Proteobacteria","Deltaproteobacteria","SAR324_clade(Marine_group_B)","","",""
"OTU_17171","Bacteria","Gemmatimonadetes","Longimicrobia","Longimicrobiales","Longimicrobiaceae","",""
"OTU_17174","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","unidentified_Rhizobiales","Bauldia",""
"OTU_17175","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","",""
"OTU_17181","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","",""
"OTU_17182","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","",""
"OTU_17183","Bacteria","Proteobacteria","Gammaproteobacteria","","","",""
"OTU_17184","Bacteria","Planctomycetes","BD7-11","","","",""
"OTU_17192","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Gemmata",""
"OTU_17193","Bacteria","Acidobacteria","Holophagae","unidentified_Holophagae","unidentified_Holophagae","Thermoanaerobaculum",""
"OTU_17200","Bacteria","FBP","","","","",""
"OTU_17216","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",""
"OTU_17218","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","",""
"OTU_17220","Bacteria","Acidobacteria","Holophagae","Subgroup_10","ABS-19","",""
"OTU_17225","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_17245","Bacteria","Thermomicrobia","unidentified_Thermomicrobia","AKYG1722","","",""
"OTU_17248","Bacteria","Chloroflexi","Ardenticatenia","","","",""
"OTU_17259","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae","",""
"OTU_17268","Bacteria","Gemmatimonadetes","S0134_terrestrial_group","","","",""
"OTU_17277","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","","",""
"OTU_17278","Bacteria","","","","","",""
"OTU_17279","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",""
"OTU_17280","Bacteria","","","","","",""
"OTU_17282","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",""
"OTU_17287","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","",""
"OTU_17293","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_17300","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","0319-6A21","",""
"OTU_17302","Bacteria","","","","","",""
"OTU_17310","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",""
"OTU_17313","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae","",""
"OTU_17318","Bacteria","Proteobacteria","Deltaproteobacteria","43F-1404R","unidentified_43F-1404R","unidentified_43F-1404R","Deltaproteobacteria_bacterium_CSP1-8"
"OTU_17319","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas",""
"OTU_17320","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",""
"OTU_17322","Bacteria","Chloroflexi","TK10","","","",""
"OTU_17323","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfarculales","Desulfarculaceae","Desulfatiglans",""
"OTU_17329","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_17332","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Blfdi19","",""
"OTU_17336","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_17337","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus",""
"OTU_17340","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",""
"OTU_17343","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","A0839","",""
"OTU_17346","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","wb1-A12","",""
"OTU_17352","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","unidentified_0319-6G20","\_bacterium\_enrichment\_culture\_clone\_B126"
"OTU_17354","Bacteria","Actinobacteria","Nitriliruptoria","Euzebyales","Euzebyaceae","",""
"OTU_17355","Bacteria","Actinobacteria","unidentified_Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",""
"OTU_17361","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Niastella",""
"OTU_17363","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Blastopirellula",""
"OTU_17369","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Chitinophaga",""
"OTU_17372","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","",""
"OTU_17376","Bacteria","Acidobacteria","Subgroup_5","","","",""
"OTU_17383","Bacteria","Gemmatimonadetes","unidentified_Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","",""
"OTU_17384","Bacteria","Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","",""
"OTU_17385","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae","",""
"OTU_17389","Bacteria","Proteobacteria","Deltaproteobacteria","SAR324_clade(Marine_group_B)","","",""
"OTU_17390","Bacteria","Proteobacteria","Gammaproteobacteria","HTA4","","",""
"OTU_17392","Bacteria","Acidobacteria","Blastocatellia","unidentified_Blastocatellia","Blastocatellaceae_(Subgroup_4)","Blastocatella",""
"OTU_17394","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781","",""
"OTU_17396","Bacteria","Proteobacteria","Alphaproteobacteria","","","",""
"OTU_17401","Bacteria","Acidobacteria","Blastocatellia","unidentified_Blastocatellia","Blastocatellaceae_(Subgroup_4)","11月24日",""
"OTU_17405","Bacteria","Actinobacteria","unidentified_Actinobacteria","Frankiales","","",""
"OTU_17413","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","mle1-27","",""
"OTU_17414","Bacteria","Proteobacteria","","","","",""
"OTU_17418","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae","",""
"OTU_17419","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomyces",""
"OTU_17421","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter",""
"OTU_17422","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","",""
"OTU_17433","Bacteria","Parcubacteria","Candidatus_Azambacteria","","","",""
"OTU_17441","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","",""
"OTU_17446","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","","",""
"OTU_17450","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",""
"OTU_17455","Bacteria","Gemmatimonadetes","S0134_terrestrial_group","","","",""
"OTU_17456","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae","",""
"OTU_17458","Bacteria","Proteobacteria","Gammaproteobacteria","","","",""
"OTU_17460","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","",""
"OTU_17469","Bacteria","Acidobacteria","Blastocatellia","unidentified_Blastocatellia","Blastocatellaceae_(Subgroup_4)","RB41",""
"OTU_17473","Bacteria","Bacteroidetes","unidentified_Bacteroidetes","Order_III","","",""
"OTU_17478","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus_psychrosaccharolyticus"
"OTU_17481","Bacteria","Gemmatimonadetes","BD2-11_terrestrial_group","","","",""
"OTU_17484","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Blfdi19","",""
"OTU_17487","Bacteria","Elusimicrobia","unidentified_Elusimicrobia","Lineage_IIb","","",""
"OTU_17490","Bacteria","Firmicutes","Limnochordia","Limnochordales","Limnochordaceae","",""
"OTU_17493","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","",""
"OTU_17498","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","",""
